,character,text,scene,movie
198,GANDALF,"Don't! Tempt me Frodo  I dare not take it. Not even to keep it safe. Understand Frodo I would use this Ring from a desire to do good. But through me, it would wield a power too great and terrible to imagine",Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
199,FRODO,But it cannot stay in The Shire!,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
200,GANDALF,No! No it can't,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
201,FRODO, What must I do ?,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
202,GANDALF," You must leave, and leave quickly.",Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
203,FRODO,Where ? Where do I go ?,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
204,GANDALF,Get out of The Shire.  Make for the village of Bree,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
205,FRODO,Bree. What about you ?,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
206,GANDALF,I'll be waiting for you. At the Inn of the Prancing Pony,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
207,FRODO, and the Ring will be safe there ?,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
208,GANDALF,"Frodo. I don't have any answers. I must see the head of my order. He is both wise and powerful. Trust me Frodo, he'll know what to do  You'll have to leave the name of Baggins behind you. For that name is not safe outside The Shire.  Travel by day and stay off the road",Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
209,FRODO,I can cut across country  easily enough,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
210,GANDALF,My dear Frodo.  Hobbits really are amazing creatures. You can learn all there is to know about them in a month and yet after a hundred years they can still surprise you. ,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
211,GANDALF,Get down!,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
212,GANDALF,Confound you Samwise Gamgee! Have you been eavesdropping ?,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
213,SAM,I haven't been dropping no eaves.  Sir honest. I was just cutting the grass under the window there. If you follow me,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
214,GANDALF,A little late for trimming the verge don't you think ?,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
215,SAM,I heard raised voices,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
216,GANDALF,What did you hear ? Speak!,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
217,SAM,"Nothing important That is I heard a good deal about a ring and a dark lord and something about the end of the world, but please Mr Gandalf Sir, please don't hurt me. Don't turn me into anything... unnatural",Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
218,GANDALF,No ?  Perhaps not. I've thought of a better use for you.,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
219,GANDALF,"Come along Samwise, keep up!",Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
220,GANDALF,"Be careful, both of you. The enemy has many spies in his service. Birds, Beasts  Is it safe ?  Never put it on for the agents of the Dark Lord will be drawn to its power. Always remember Frodo the Ring is trying to get back to its Master. It wants to be found. ",Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
221,SAM, This is it,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
222,FRODO, This is what ?,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
223,SAM,"If I take one more step, it'll be the farthest away from home I've ever been.",Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
224,FRODO, Come on Sam  Remember what Bilbo used to say. Its a dangerous business,Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
225,BILBO VOICE,"Going out your door. You step onto the road and if you don't keep your feet, there's no knowing where you might be swept off to ",Scene 10 ~ The Shadow of the Past,The Fellowship of the Ring
226,FRODO,Sam!,Scene 11 ~ The Passing of the Elves,The Fellowship of the Ring
227,FRODO, Wood elves!,Scene 11 ~ The Passing of the Elves,The Fellowship of the Ring
228,FRODO,They're going to the harbour beyond the white towers To the Grey Havens,Scene 11 ~ The Passing of the Elves,The Fellowship of the Ring
229,SAM,They're leaving Middle Earth,Scene 11 ~ The Passing of the Elves,The Fellowship of the Ring
230,FRODO,Never to return,Scene 11 ~ The Passing of the Elves,The Fellowship of the Ring
231,SAM,I don't know why.... It makes me sad,Scene 11 ~ The Passing of the Elves,The Fellowship of the Ring
232,SAM,Everywhere I lie there's a dirty great root sticking into my back,Scene 11 ~ The Passing of the Elves,The Fellowship of the Ring
233,FRODO," Just shut your eyes and imagine you're back in your own bed, with a soft matress and a lovely feather pillow",Scene 11 ~ The Passing of the Elves,The Fellowship of the Ring
234,SAM,Its not working Mr Frodo Oh! I'm never going to be able to sleep out here ,Scene 11 ~ The Passing of the Elves,The Fellowship of the Ring
235,FRODO, Me neither Sam,Scene 11 ~ The Passing of the Elves,The Fellowship of the Ring
236,SARUMAN VOICE,Smoke rises from the Mountain of Doom The hour grows late and Gandalf the Grey rides to Isengard seeking my Council ,Scene 12 ~ Saruman the White,The Fellowship of the Ring
237,SARUMAN,"For that is why you have come, is it not ? My old friend",Scene 12 ~ Saruman the White,The Fellowship of the Ring
238,GANDALF,Saruman ,Scene 12 ~ Saruman the White,The Fellowship of the Ring
239,SARUMAN,You are sure of this ?,Scene 12 ~ Saruman the White,The Fellowship of the Ring
240,GANDALF,Beyond any doubt,Scene 12 ~ Saruman the White,The Fellowship of the Ring
241,SARUMAN,So the Ring of Power has been found,Scene 12 ~ Saruman the White,The Fellowship of the Ring
242,GANDALF,All these long years it was in The Shire under my very nose,Scene 12 ~ Saruman the White,The Fellowship of the Ring
243,SARUMAN,and yet you did not have the wits to see it. Your love of the Halflings leaf has clearly slowed your mind,Scene 12 ~ Saruman the White,The Fellowship of the Ring
244,GANDALF,But we still have time. Time enough to counter Sauron if we act quickly,Scene 12 ~ Saruman the White,The Fellowship of the Ring
245,SARUMAN,Time! What time do you think we have ?,Scene 12 ~ Saruman the White,The Fellowship of the Ring
246,SARUMAN,"Sauron has regained much of his former strength. He cannot yet take physical form but his spirit has lost none of its potency. Concealed within his fortress, the Lord of Mordor sees all. His gaze pierces cloud, shadow, earth and flesh. You know of what I speak Gandalf. A great eye, lidless, wreathed in flame.",Scene 12 ~ Saruman the White,The Fellowship of the Ring
247,GANDALF,The Eye of Sauron,Scene 12 ~ Saruman the White,The Fellowship of the Ring
248,SARUMAN,He is gathering all evil to him. Very soon he will have summoned an army great enough to launch an assault upon Middle Earth,Scene 12 ~ Saruman the White,The Fellowship of the Ring
249,GANDALF,You know this ? How ?,Scene 12 ~ Saruman the White,The Fellowship of the Ring
250,SARUMAN,I have seen it.,Scene 12 ~ Saruman the White,The Fellowship of the Ring
251,GANDALF,A palantir is a dangerous tool Saruman.,Scene 12 ~ Saruman the White,The Fellowship of the Ring
252,SARUMAN,Why ? Why should we fear to use it ? ,Scene 12 ~ Saruman the White,The Fellowship of the Ring
253,GANDALF,They are not all accounted for. The lost seeing stones. We do not know who else maybe watching. ,Scene 12 ~ Saruman the White,The Fellowship of the Ring
254,SARUMAN,The hour is later than you think. Sauron's forces are already moving.  The Nine have left Minas Morgul,Scene 12 ~ Saruman the White,The Fellowship of the Ring
255,GANDALF,The Nine!,Scene 12 ~ Saruman the White,The Fellowship of the Ring
256,SARUMAN,The crossed the River Isen on Midsummer's Eve disguised as riders in black.,Scene 12 ~ Saruman the White,The Fellowship of the Ring
257,GANDALF,They've reached The Shire?,Scene 12 ~ Saruman the White,The Fellowship of the Ring
258,SARUMAN,They will find the Ring and kill the one who carries it.,Scene 12 ~ Saruman the White,The Fellowship of the Ring
259,GANDALF,Frodo ,Scene 12 ~ Saruman the White,The Fellowship of the Ring
260,SARUMAN,You did not seriously think that a hobbit could contend with the will of Sauron ? There are none who can. Against the power of Mordor there can be no victory.  We must join with him Gandalf. We must join with Sauron. It would be wise my friend,Scene 12 ~ Saruman the White,The Fellowship of the Ring
261,GANDALF,Tell me. Friend... When did Saruman the Wise abandon reason for madness ? ,Scene 12 ~ Saruman the White,The Fellowship of the Ring
262,SARUMAN,I gave you the chance of aiding me willingly. But you.. have elected.. the way of pain!,Scene 12 ~ Saruman the White,The Fellowship of the Ring
263,SAM,Mr Frodo ?  Frodo! Frodo!  I thought I'd lost you,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
264,FRODO,What are you talking about ?,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
265,SAM,It's just something Gandalf said.,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
266,FRODO,What did he say?,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
267,SAM,Don't you lose him Samwise Gamgee and I don't mean to.,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
268,FRODO,Sam! We're still in The Shire. What could possibly happen!,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
269,PIPPIN, Frodo! Merry! Its Frodo Baggins!,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
270,MERRY,Hello Frodo!,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
271,SAM,"Get off him!  Frodo, are you alright?",Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
272,FRODO,What's the meaning of this ?,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
273,MERRY,Hold these,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
274,SAM,You've been into Farmer Maggot's crop!,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
275,MERRY,and these,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
276,FARMER MAGGOT,Hoi! You get back here! Wait till I get this through you!  Get out of my fields! You'll know the devil if I catch up with you!,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
277,MERRY,Dunno why he's so upset! Its only a couple of carrots,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
278,PIPPIN, and some cabbages and those few bags of potatoes that we lifted last week. And the mushrooms the week before.,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
279,MERRY,"Yes Pippin, my point is, he's clearly over reacting! Run!",Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
280,PIPPIN, Ooh! that was close!,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
281,MERRY, Oh! I think I've broken something ,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
282,SAM, Trust a Brandybuck and a Took!,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
283,MERRY,What? It was just a detour. A shortcut,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
284,SAM,A shortcut to what ?,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
285,PIPPIN, Mushrooms! ,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
286,FRODO,I think we should get off the road.,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
287,FRODO,Get off the road! Quick!,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
288,SAM,Ssh.. be quiet,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
289,MERRY,What was that!,Scene 13 ~ A Short Cut to Mushrooms,The Fellowship of the Ring
290,SAM, Anything ?,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
291,FRODO,Nothing,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
292,PIPPIN, What is going on ?,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
293,MERRY,That black rider was looking for something. Or someone  Frodo ?,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
294,PIPPIN, Get down!,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
295,FRODO,I have to leave the Shire.  Sam and I must get to Bree,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
296,MERRY, Right. Bucklebury Ferry. Follow me.,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
297,PIPPIN,Run!,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
298,MERRY,"Frodo, this way. Follow me",Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
299,PIPPIN, Frodo!,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
300,MERRY,Follow me. Run!,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
301,MERRY,Get the rope Sam,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
302,SAM, Frodo!,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
303,PIPPIN,Run Frodo!,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
304,FRODO, No!,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
305,PIPPIN,Frodo! Come on!,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
306,SAM,Frodo! Come on!,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
307,PIPPIN,Frodo!,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
308,SAM,Come on faster!,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
309,FRODO,How far to the nearest crossing ?,Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
310,MERRY," The Brandywine Bridge, twenty miles.",Scene 14 ~ Bucklebury Ferry,The Fellowship of the Ring
311,FRODO,Come on!,Scene 15 ~ At the Sign of the Prancing Pony,The Fellowship of the Ring
312,GATEKEEPER,What do you want ?,Scene 15 ~ At the Sign of the Prancing Pony,The Fellowship of the Ring
313,FRODO,We're heading for the Prancing Pony.,Scene 15 ~ At the Sign of the Prancing Pony,The Fellowship of the Ring
314,GATEKEEPR, Hobbits! Four hobbits! What's more out of The Shire by your talk! What business brings you to Bree?,Scene 15 ~ At the Sign of the Prancing Pony,The Fellowship of the Ring
315,FRODO,We wish to at the Inn. Our business is our own.,Scene 15 ~ At the Sign of the Prancing Pony,The Fellowship of the Ring
316,GATEKEEPER," alright young sir, I meant no offence.  My job to ask questions after nightfall. There's talk of strange folk abroad. Can't be too careful ",Scene 15 ~ At the Sign of the Prancing Pony,The Fellowship of the Ring
317,MAN,Out of the way! Watch where you're walking!,Scene 15 ~ At the Sign of the Prancing Pony,The Fellowship of the Ring
318,FRODO,Excuse me ?,Scene 15 ~ At the Sign of the Prancing Pony,The Fellowship of the Ring
319,BARLIMAN,"Good Evening little masters. What can I do for you ? If you're looking for accomodation, we've got some nice, cosy hobbit sized rooms available. Always proud to cater to the little folk, Mr err... ?",Scene 15 ~ At the Sign of the Prancing Pony,The Fellowship of the Ring
320,FRODO," Underhill, my name's Underhill",Scene 15 ~ At the Sign of the Prancing Pony,The Fellowship of the Ring
321,BARLIMAN,Underhill  yes..,Scene 15 ~ At the Sign of the Prancing Pony,The Fellowship of the Ring
